Text,Tag,Confidence
It takes several weeks to have your website/blog design implemented into their content management system.,,
I have to filter by dates and then copy and paste into excel because there is no export option.,,
"a la interfaz pues está llena de opciones, posibilidades etc.",,
There isn't much that we dislike about Hubspot it does everything we need and again is very easy to use,,
The technical back-end aspects that relate to website and form construction sometimes conflict with our desired behavior; The tools provided aren’t as customizable as we need.,,
Your sample with extreme disorder.,,
Hubspot does have a considerable learning curve.,,
I have also been asking for the ability to globally block specific domains on all forms simultaneously.,,
We use it for marketing campangne and some time the localization doesn't work very good.,,
"There are times when improvements are rolled out with little notice or direction, which necessitates a bit of an adjustment period, in order to incorporate these new features.",,
It would be nice if the contact lists had more options for viewing the history of a lead.,wishes:UX:Actionable,
and they are not very editable.,,
It's sometimes hard to find what you are looking for.,,
Other email tools allow you to drag and drop to create attractive emails.,,
"I would not know about multiple functions if others had not shown me how to use them, but this does mean it is a powerful tool.",UX:support,
Learning curve at first can be a bit much.,UX,
"For instance, I like mailchimp or constant contact better than the email design tool in Hubspot.",,
There is a steep price increase and contracts are annual - it would be nice to have more flexibility here.,,
"Too many components you need to configure and use, complex setup, you need to spend way too much time with no guarantee on result, also over priced",,
Hubspot you should be ashamed of yourself for not creating things I haven't even thought of.,,
"The CRM is limited in its functionality in terms of cross referencing data sets from across the platform in Contacts, Companies and Deals, making reporting fiddly at times, and leaving us with somewhat no improvement on ease of mastering our metrics within the system",integrations:UX,
On the other end the functions enable you to save a lot from IT Dev costs.,,
"Sometimes it does mess up, and will put our clients into the wrong folder or event.",Actionable:bugs,
Sometimes the dashboard can be a bit laggy; social posts will hang for a few minutes before appearing.,,
"Sometimes we find minor issues, like you can't exclude competitors automatically, you have to manually do it for each email campaign you send out.",,
"It's also very robust, so for smaller businesses, it was not the right option for us.",,
Our company has many different divisions.,,
I dislike that this tool has been only available to me in my work environments and not personally.,,
This is a new discovery and I'm not sure how to fix it.,,
"It's not always that easy to quickly navigate between them, but I understand they are working on a new record design",,
"The meeting scheduler is great, but not ideal for tradeshow meetups.",,
"no cases, instead of being able to map each answer to a property.
",,
Direct traffic source of contact give very little information about the source.,,
It can be too constrictive at times.,,
"It's not a huge deal to go to every social media platform and grab individual analytics reports, however we would have expected in depth analysis right in Hubspot itself.",,
"I dislike that sometimes, especially if the email has multiple recipients, it does not specify who opened the email.",Actionable:features:bugs:wishes,
Hubspot locks up a lot.,,
There is no perfect CRM and Hubspot has its quirks.,,
The Design Manager can be very frustrating to use.,,
It is a bit annoying to have to leave open the messages tab all day in case someone sends a message.,,
I have to completely delete it and create a new one and re-type in all of the keywords that rule should contain.,UX:Actionable,
"The CMS components are getting better, but are limited for more advanced marketing orgs.",,
I find that part of the description from the page has been added.,,
I think that Hubspot was a little less able to be customised than I would have liked.,,
Hubspot is constantly innovating and releasing new tools and updates.,,
The only thing I find challenging about Hubspot is duplicating sequences for new team members when they are first hired.,,
Scheduling tweets/social posts could be entirely automated.,features:wishes:Actionable,
I wish their export capabilities would improve but its not too much of a blocker.,,
"Social publishing does not include Instagram (yet), and that is a big focus for our company, so someday it would be nice to see IG available!",,
"And when they do, it feels like they dodge my question and try their best to not understand what I need assistance with.",UX:support,
I wish that some of the free features were a little more robust.,,
"When you set a fallback, it does it globally.",,
"With HubSpot, you must have at least 1,000 contacts within a list in order to send an AB test.",,
but I feel mobile view should automatically adapt.,,
I feel like it slows me down and everything looks cluttered.,,
"I wish more targeted marketing (demographics, etc.) was possible within the different social media channels through HubSpot.",,
"It's definitely takes training - maybe once you've used another similar tool, moving to this would be easier, but it was all new to us.",,
Why on earth can't I randomly split a list (this one boggles my mind)?,,
HubSpot does not allow extreme platform customization.,,
Now and again it tends to be a bit glitchy however HubSpot is continually improving and turning out with better approaches to improve their devices.,,
You're very limited in functionality compared to the paid plans to a point where it's simply annoying because they advertise the crap out of the totally FREE of charge plan.,price:integrations,
but then the total costing comes out to be a lot.,,
I hate the fact that HubSpot occasionally has errors it can't simulate in iOS and Android tests while previewing emails.,,
more of a drag and drop function instead of backend editing to get the theme just right.,,
There is no integration with Mac email programs.,,
They don't have time to update all the information from their sales.,,
"There definitely are ways around things, but I would prefer to be able to run certain tests, create certain segments, etc.",,
There was constantly an incomplete % and no way to turn it off.,,
"I focus a lot on content creation, and I think their design manager is cumbersome, especially when compared to other tools for email and landing page creation.",,
HubSpot Support on the whole is valuable (aside from the fact that Chat and Call options are often unavailable for New Zealand based customers due to support staff based in Asia or US) but can be quite rigid in their approach to customer queries and what level of support they can provide within the limitations of the platform.,,
"Easy categorization through campaigns and tracking.
",,
"My least favorite thing is workflows, closely followed by emails.",,
"If I were going to create a wishlist for things they would improve upon, I'd ask for conditional fields on records, even greater customization options in reporting, a more robust social listening tool, expansion of the marketing project management tool (it's nice, but basic - would love to see it move closer to something like Asana).",,
Many other HubSpot users have upvoted that request from over 1.5 years ago and HubSpot has not yet provided a remedy.,,
the templates get wonky for no apparent reason.,bugs:UX,
There are some features that don't make sense and need revising.,,
It has taken us about a year to find a workaround solution to be able to track these things.,,
"If you aren't familiar with how templates and scripts work, you might be a little pretty confused.",,
There’s so much to learn,,
"Also, while this isn't a HubSpot issue, I wish there was a way to publish multiple Instagram images in one post, versus only one.",wishes:Actionable:features,
"Hubspot is always making improvements to their platform, but just when I learn where things are, it changes.  ",,
"There are so many aspects of the suite it is hard to keep up with all the changes, especially small changes that are not highly publicised but a lifesaver for you.  ",,
"I wish there was better chat support, though.",,
There's nothing that we really 'dislike' about HubSpot - they're always able to help us solve any problems we run into!,,
I wish there were more options or flexibility to create.,,
"Despite the goodness of this technological material, it is capable of having errors as in all the tools that can be created for digital marketing.",,
"This is extremely convenient for agencies who are getting certified and have subject matter experts who may not use the entire HubSpot portal, but I always felt it was a little like cheating.",,
The only thing I have trouble with in HubSpot is the page builder functionality.,,
"- Super easy to use
",,
"I think for us, this is simply a case of outgrowing a platform.",,
I don't dislike too many things on HubSpot.,,
"We do not like its integration with its suite of tools, especially with the CRM system, since it does not offer enough communication options",,
It got tiresome after a while to stop it from tracking.,,
I was very quickly sent to the forum to request help on a design problem when the customer service agent didn't know the answer.,,
"no están nada mal, el hecho de necesitar una cuenta",,
"They have repaired a lot of the issues that I had with them over time, but I do not like the new version of the blog posts.",,
and the recent update made it harder to find things I was familiar with.,UX:Actionable:updates,
You can either pay $50 or $800?,,
There aren't many downsides in my experience.,,
This is very useful thing,,
but I don't feel that way anymore.,,
The social component is not comprehensive at all.,,
(Text mainly available during certain hours).,,
"The HubSpot team is phenomenal and whenever there has been something on my ""wish list"" HubSpot is already working on it and before I know it, it's an implemented feature.  ",,
I wish transcripts were available for everything everyone says.,,
I would say one area of improvement could be with there website template providers.,,
The problem is that it's not actually checking to see if the task is completed.,,
"I find it is too limiting, particularly for an Enterprise-scale system (we have 30+ users on some of our portals).",,
"The Hubspot CRM tool is not fully baked, and integrated Salesforce and Hubspot has proven to be more challenging than we first assumed it would be.",integrations,
I also have many drafts saved of my random social media ideas!,,
"I've always admired HubSpot's ""customer delight"" mindset but I feel as though it stopped being an internal priority.",,
"- All-in-one platform: whether you're scheduling emails, social media posts or creating workflows that include your sales team; HubSpot truly is the all-in-one platform.",,
A large company like ours needs hundreds of contact properties and rules to hold all of our data.,,
"BE AWARE; there is no contractual exit possibility!
",,
so we struggle with time frames on a Monday to reach customer support in any US company).,,
"everything is so cool, I can not remember any issue (maybe mobile issue once)",,
Over the last few new workflows though I have begun to figure it out.,,
"Sometimes trying to find the information you need can be tricky (speaking from experience with contacts, lists, and workflow filtering).",,
It took me around 2 weeks to know where to click what.,,
"While it was nice to have an actual dedicated person, we did a lot of explaining around what we needed and what the history of our struggles/growth opportunities were.",,
I wish the platform was as simple and easy for Facebook as it is for Twitter.,,
I wish I could limit the request size.,UX:wishes:features:Actionable,
It can sometimes be difficult to find the answer to a question because there are so many different features available.,,
After using a feature once you realise how limited it is and end up using a third party service (for a fraction of the price I might add),,
I think the blog capabilities might be something HubSpot could do away with to focus more on sales tools within the program,,
""" Using HubSpot negatively affected our email growth because emails were either not sent or sent multiple times, creating an annoying user experience for our customers.",,
I create over a thousand reports and due to the layout of our companies structure when I update one I have to update the rest individually.,,
I work at a startup and it works great for us.,,
So emails were being not delivered based on inaccurate information in the Hubspot system.,,
A year went by (I paid of course),,
Why? - It's so simple.,,
The best thing is that you see what individual contacts are doing when they visit our site.,,
The form builder could allow for more customization.,,
Having to re-enter your details when downloading free guides and templates despite being signed in can also be irritating.,bugs:Actionable:UX,
"I dislike that there seems to be no connection to instagram, pinterest, or tumblr.",,
They care more about creating lock-in than creating value.,,
No hashtag tracking.,,
"HubSpot is a critical tool that we heavily rely on to market to our customers and partners. 
",,
opt-ins.,,
You can't post multiple photos to Instagram or change the size of the photo.,wishes:Actionable:features,
"Also, they have a good support.",,
"There are a lot of components that require significant training, such as building landing pages and workflows.",,
A little more flexibility in the list management to better sort and create lists.,,
The reporting dashboard isn't user friendly either.,,
The marketing component of HubSpot's offering is super duper expensive and I'm not sure why.,,
It's the only negative thing I can say about this amazing tool.,,
But sometimes there are notes and actions that are only in the timeline.,,
The mobile app is not very user friendly.,,
"Unfortunately, HubSpot doesn’t always get the customer to understand the value and the relationship sours due to a lack of care about customer retention.",,
Would like to be able to tag individuals and businesses in social media posts.,Actionable:features:wishes,
"Also, some of our recruiters who use the Sales side of HS aren't big fans of replies to mass emails not showing up in contacts' timelines.",,
Ability to link the deals with contacts and the fact that contacts do not automatically get associated with companies is a big minus.,,
I could use some more customised tools in the reporting dashboard.,,
Usually plowing through the forums and reading through a mess of comments is weird.,Actionable:UX,
"E.g. it's a solid email platform, but Constant Contact is better.",,
"Because it is such a large platform, it's very difficult to become an expert at everything - though that's a decent problem to have...",,
The paid version may be expensive for some...,,
"Aunque Hubspot es una herramienta relativamente intuitiva, la curva de aprendizaje para ciertos usuarios existe, y requiere",,
"With our client spending over three million annually in paid media, it is impossible to manage ads within the platform.",,
I do not like the interface of their social.,,
Its like owning carpentry tools without any wood.,,
"In this case, it deserves to have a better system of access and control of information security.",,
Names should be clear / should be a hover-over description.,,
It's a powerful tool for marketing and engagement.,,
"We've had difficulties with developers being able to customize email templates (headers, images, footers, body, etc.)",,
Email & landing page design is difficult.,,
"But if you don't have the ""cheat codes"" it still works just fine.",,
They are super help and if their were a real issue they would be quick to resolve.,,
"My opinion so far is that there are a ton of capabilities, and it is more a matter of figuring out all that we should be utilizing.",,
"Otherwise, if their were better features for outbound sales.",,
The lack of new designs in the marketplace.,,
¡Aprendo lentamente a veces cuando se trata de nuevo software!,,
It would also be nice to have a format painter that could clone formatting and apply it to another area.,,
I can't think of anything I dislike!,,
There are a lot of great add-ons for email marketing and social marketing that are too expensive for a small startup.,,
Hubspot is great!,,
I wish more info would send between Hubspot and Salesforce.,,
"There are things I would like to improve, such as having the ability to have an internal contact list for internal communications.",,
but we were never able to get a straight answer.,,
The only thing that is an issue with HubSpot now is the inability to fully report on WF's.,,
The dashboard doesn't perform well and needs to be constantly reloaded and that's not a good sign of positive user experience for someone that grades the same thing for others.,,
In addition to that the tasks often go unnoticed for not being on my calendar.,,
"They appear to no longer be including Facebook in the social posting section, which isn't ideal",,
"An experienced user had to teach me, rather than learning on my own.",UX:support,
I dislike how the different menus may not be intuitively obvious.,,
The reporting features aren't as powerful as some competitors and it can be cumbersome to maintain list hygiene.,,
Only after you've signed notified of more fees.,,
I also wish there was some kind of mobile app that was available where we could see any messages that come in from the messages feature.,wishes:features:Actionable,
constant changes and updates though they are usually valuable but they are not communicated other then in notifications,,
"When automating an email, I wish you could select a time to send out the emails instead of just delaying it by a certain number of days.",features:wishes,
There isn't anything I truly dislike about this product.,,
Had to cut them loose.,,
but I still use Google Analytics and Salesforce.com for the majority of my reporting & updates to the leadership team.,,
"I can always make it work, but it's not always the easiest.",,
Every area hubspot covers it barely scratches the surface of.,,
"Some features are not enterprise ready, mainly items relating to the service module- such as multi language support forms and knowledge base.",,
Hosting on HubSpot's servers also significantly diminished our flexibility from a design standpoint.,,
"If you have the budget, it is worth it.",,
I have to speak out loud!,,
"So you can't really trust it - however, if you could trust it - the tool would be invaluable, saving lots of time when re-organizing things in the landing pages.",,
"For all its brand recognition, Hubspot's product is lagging behind, and their investment in product development is aiming at enlarging capabilities into new teams, rather than going deeper and servicing existing customers better.",,
"While it is great for learning, it took several days to get some of the ""graded"" assignments back.",UX:support,
Social media offerings are weak and not remotely as good as managing social media directly on the platforms.,,
"I'm not sure exactly what we pay for HubSpot, but I know it's pricey.",,
"I wish there were more ways to edit and characterize the fonts and styles within a templet or sequence. 
",wishes:UX:Actionable,
Reporting has made strides but is still a little bulky,,
"Product does change without notice,  other times, a ""warning, this is about to change"" doesn't happen for a long time if ever.",,
Social Media Analytics - You only get analytics for posts through HubSpot,,
less html coding.,,
HTML codes don't always work and sometimes when you ask for help they don't really give you advice to fix it.,,
"We found that while a powerful tool, we weren't using it to it's full capacity due to the size of our team and capacity.",,
I'm not a big fan of using modules in the email and landing page builder.,,
"It's way too easy to get duplicate contacts set up; however, it is also easy to merge them.",,
I feel like I'm being forced to use Hubspot's tools instead of what I feel as a marketer is most appropriate.,,
I also preferred the drag and drop editing of Eloqua over the templates in Hubspot.,,
It can take a while to get used to how some of these work.,,
The UI was clunky.,,
Also building templates is only easy if you know the theme very well and when you build a template it is not always user friendly for a content marketeer.,,
"The way it's set up right now allows for ease and good introductory e-mails, but when we really want it to be aligned with our brand aesthetic and marketing techniques, we have to create everything in photoshop as an image and then include it in the e-mail.",,
We need to export data from reports to get the data we want.,,
I'd like it if the link previews were created when the post goes live rather than when the draft is created.,,
I wish I had staffing to use all of the bells and whistles!,,
but I am limited when it comes to editing them,,
My boss had to sit down with me and show me how to use the website.,,
"I wish HubSpot could schedule videos and carousels to Instagram but despite that, I still prefer this platform over HootSuite when dealing with a large number of accounts.",,
To modify a landing page you must first modify its template then change the landing page itself.,,
"Your marketing is automated, and all you have to do is drop in your contact info while the system records every interaction for you, and fills in the gaps with automated emails that YOU set up. 
",,
It really takes a dedicated person to utilize the tool fully.,,
They try to do everything and you can't do everything well.,,
The constant changes - layout or naming of sections.,UX,
This seems to be related to the regular additions and updates to the system.,,
I don’t need the acting and such.,,
"(this is really not a big issue, but a consideration)",,
If the visitor isn't in our database we don't really get much information on them other than the source they used to get there.,,
Basically no contrary opinion.,,
This drives me up the wall.,UX,
"I think that the price gap should not be so instant, and there should be plans available in between.",,
"In addition, I’m unsure what’s going to happen with their on-site search.",,
I didn't find any quick support from the team when I was stuck in the beginning.,,
You can't summarize data from two fields.,,
"The community around it is simply amazing, with lots of local meeting groups, training sessions, workshops around the world
",,
Sometimes I feel like our emails are not as designed or responsive as they could be because I am limited so much by templates.,,
There are certain coding aspects of hubspot that can be hard to utilize with our backend.,,
"You don't get beautiful looking emails out of the box - there's a lot of development required to in the back end to create consistent, eye-catching templates.",,
They recommend to speak to a designer who checks the code and it is correct but the email still doesn't format,,
"They're reporting is good, but I'd like the add-on reporting features to be standard.",,
Hubspot lacks some flexibility around advanced customization.,,
There is a limit of 10 additional reports we can create but we don't need 1000s to upgrade to the next level so it is a bit annoying to try and stay within the limit of 10 or delete previous ones to get more info when needed.,,
"Very often Hubspot's metrics are not accurate, as I noticed regularly comparing the engagement results that appear on my Hubspot reports and the ""likes"" effectively received on Facebook/LinkedIn/Twitter.  ",,
"Oh, and maybe the possibility to add/delete easily contacts in a smart list (it can be a bit confusing and time-spending).",,
Design templates were difficult to figure out at first.,,
"Various features can be better optimized.
",,
We have canceled our agreement 7 months in and they not once asked us why or tried to support us to win us back.,,
"Automating social media posting from multiple accounts so you don't even have to think about it
",,
"Pop Up Forms, not very customizable beyond a few basic things",,
The genuine stunt is to simply play with it for a piece to see how best to utilize the usefulness to suit your organization.,,
"Sometimes Hubspot will tell me I'm going to have an issue with a featured image on a post, but I've discovered that sometimes there is no actual image.",bugs:features:Actionable,
Also it would be great to have added the option of receive a notification every time a deal is move to other stage in the pipeline.,,
I also wish you can add more contacts to an email sequence than just one.,features:wishes:Actionable,
"In order to really make the reporting work, you need to host everything with Hubspot (landing pages and blog).",integrations,
I know that the problem is not the Hubspot itself but the poor internet connection.,,
Ideally I'd love a bit more customization options without totally sacrificing the simplicity.,,
"We have a variety of tools in our overall stack, and while HubSpot is very good at mobilizing data captured on its platform to be visualized outside of it, there is still room to improve.",,
That means adding things widgets to your webpages can be overly complicated or impossible.,,
I wish I could enroll more than one person at a time into a sequence.,,
However these cases are rare and they are usually just small inconveniences.,,
"That being the case, I often get messages while on the site that theire has been an error with backup, or workflows, or files.",,
If you need to know something it's likely,,
At every angle is a push to upgrade to one of the paid plans.,UX:price,
"Prior to HubSpot, I was mostly using more specialized marketing tools like Google Analytics, Buffer or MailChimp that do one thing really well.",,
HS Academy is great at solving that issue.,,
"I was new to Content marketing and the HubSpot Academy provided me with  a great understanding of what Content Marketing / Inbound Marketing was, how I could use it for my business and gave me hints and tips to get me going.",,
"When I'm looking at a contact in Salesforce, I want to know if that contact has hard bounced, since that is a good indicator that he left the company or",,
you can't customize the lifecycle stage.,,
I would love to know which blog posts are associated with which topic clusters from the Blog Manage page.,,
"Sometimes tagging companies in LinkedIn posts can be glitchy, this seems to be the case in LinkedIn itself though so it may not be the tool.",,
I'm sure for the majority of users this wouldn't be the case.,,
"Currently there are very limited form completion actions, though you can achieve the desired updates via workflows.",,
"I have to open the file in a new URL, save it to my computer, then open it as a PDF.",,
They've also added a lot separate tools that are add-on items that can give the impression that you're being nickel and dimed.,,
I have been trying to figure out with the software if you could create automated emails to customers that will send to them right away.,,
"Some seemingly obvious and fundamental tools are not available within the platform i.e. lead lifecycle stage customisation, de-dupping tool for contacts (only just rolled out this month), the reporting tool feels a little limited at times meaning we often have to look outside of HubSpot to resource our business requirements.",,
"One other issue is the tracking revenue through campaigns -- sometimes it is not accurate, which seems like a big issue, but it hasn't been resolved.",,
One would be a customer portal.,,
"In the function of ""live chat"" not every person of our team can received notification about who's writing in real time, but just the person who's being assigned the conversation.  ",,
It still needs to improve a lot as many it only covers the basics of marketing.,,
I use MeetEdgar for this service,alternatives,
You can't have one-offs.,,
Not having the ability to bulk update reports-,,
"My IT guy also says it's not the most secure software and is vulnerable to phishing attacks, but I haven't found a better alternative that meets my needs as well at a price point I can afford.",,
"While we had a good price the first year we were with HubSpot, the significant increase we were going to see upon renewal is why we ultimately had to leave them.",,
The dashboard is slightly confusing on how best to navigate.,,
"I don't like that the campaign doesn't have a date range filter, and also you can export the results.",,
"The dev side of things with the module structure is pretty messy and buggy.
",,
"Want to compare spend, cohorts, etc.",,
The email design manager is terrible.,,
I still do that in HubSpot which may be my own limitation but having a place to edit my stylesheets next to the html with a live update would be extremely nice.,,
"* Easy to onboard new members since the interface is really user-friendly
",,
"Also, still no A/B-Testing of Popups!  ",,
Wish they would respond more to suggested ideas in the community.,wishes:UX:Actionable,
This is a common problem (lots of hits on Google from people complaining) that support doesn't give a working answer to - deinstall and install again?,,
The project manager lacks the ability to effectively filter and each for tasks.,,
We are pretty immature users,,
"For all of the social platforms, posting photos is a little too involved, and I often find myself using the apps ease.",,
We manufacture for the transportation industry which sells to municipalities and the buying process can be very fragmented.,,
"On the surface, I have no complaints, and anything negative I have to say would be very particular that only extensive users would identify with.",,
and therefore it is never a seamless process.,,
"For example, we love the pop-ups for collecting additional info but they are only included on lead flows but can't automatically connect them to a workflow.",,
"While that may be out of Hubspot's control, but it's still a frustration.",,
It's not as built out as WordPress and it's been a frustrating part.,,
It's easy to get lost.,UX,
"I dislike the company's aggressive contractual business model. 
",,
We were impressed by the software as the calendar offers me a clear vision of what should be planned for the next few days.,,
You'll have to come up with workarounds or manually build out programs as your business scales.,,
I don't like that after taking the test that you are not told which questions were correct and incorrect.,UX:Actionable,
"The learning curve for new, less tech-friendly users.",,
I would only say that I'd like to see more RAW data but above all it reallly has nothing to dislike about.,,
Being able to see how others are using workflows to streamline their business would be a major help in expanding out workflow library.,,
"For sales, it takes so long to complete the process of recording a call it slows you down.",,
"Only as a suggestion, I think that as we found out, for some Start-ups or small companies, to have an easier access to Enterprise Package would really help.",,
"Specially for ecommerce Hubspot is not the best CMS for you, we are building our own ecommerce/webshop in Hubspot now.",integrations:Actionable,
"With recent updates, the intuitiveness is in fact reduced.",UX:updates,
"I dislike that hubspot does not have as many capabilities as salesforce lead tracking system, though hubspot is cheaper than salesforce add on.",,
Another shortcoming is related to the Salesforce integration and the inability to use Campaign Member Status as a filter in HubSpot lists.,,
Some of the more technical CSS issues can be fiddly and temperamental.,,
"Because HubSpot is written partially in its own markup language, users lose a little control over design of emails and other assets.",,
"We tried to, then HubSpot said our site was too comolex, so we're kind of stuck with what we have.",,
Cannot view workflows in the initial workflows screen.,,
The drag and drop feature is not really the drag and drop,,
"When things aren't intuitive. 
",,
"The one thing that I dislike about Hubspot is on occasion, the ""Help"" feature will direct you to articles to read instead of focusing on steps to solve the question.  ",,
"Being relatively new to the market still, HubSpot keeps on involving, so things move around a bit and options change, so I have to sometimes go looking for things when I thought I knew where they were.",,
You may find yourself asking for a little more complexity from the tool.,,
There have been (few and far between),,
We haven't run into anything that can't be taken care of.,,
I admit it's not perfect,,
Hubspot is my first go-to blog for everything Marketing.,,
"And then, as your business grows, they'll upcharge you for more contacts and more whatever bull.  ",,
"Also, there should be an option to change the way that e-mails look between desktops and mobile.",,
HubSpot is not for the novice.,,
"They don't try to solve problems or create value for the customer, it's all about getting you enough into their ecosystem to upsell you.  ",,
A/B testing is only available on emails of a certain recipient size - troublesome if you're still growing your subscriber base.,,
It's SEO features are also a touch weak.,,
"When the design of the website failed to keep up with our stage as a company, we started hosting the site ourselves to in order to give our designer more options in changing the overall look and feel of the site.",,
There are some areas of the software which require further build out.,,
"The downside for me while using Hubspot is that our team uses Word Press for our blog, and it would be incredibly difficult to transfer all of our blog posts to the HS blog software because we would lose our tracking, ranking, and stats.",,
"I do not see any negative aspect in this tool, only that I would like to gradually add more functions and improve it!",,
I'd love to be able to use pop-ups with either of these lead nurturing mechanisms.,,
"But we're back to sending things to the Marketing team over email to get ""live"" updates of events onto the corporate accounts.",,
I had to purchase a separate software to do so and will eventually phase all social posting to this site.,,
At that point I believe you have to dig into the coding to adjust some of the breaks.,,
Then they took away the phone and chat support without warning.,features:updates,
I also think there is a big opportunity in the reporting area.,,
The dashboard doesn't allow us to track some of the line items we want to stay on top of.,,
I also wish that I had a little more freedom on how everything was organized on HubSpot.,,
The only thing I dislike is I feel like HubSpot is watering down their analytics and reporting.,,
It's not as versatile for SDRs.,,
We have a great designer and ended up building out our templates on our own.,,
And they then changed their whole product.,,
They could definitely do better on the salesforce integration side of things.,,
Getting templates set up with fields was a little difficult.,,
The GDPR tools rollout was pretty painful and seemed poorly planned.,,
"CRM, lack of email segmentation, breaking out the consumers.",wishes:features:Actionable,
"The social media scheduling tool isn't as developed as other tools focused on that, but they have recently improved it.",,
The solutions was more valuable with Google like analytics support.,,
"Unbeknownst to me they DELETE your account after 120 days without logging in, with very little notice.",,
Hubspot cannot be an smb tool but still own data and make it hard to connect outside apis when you want to extract.,,
"It took some time to get used to how to use the software, but the team loves it.",,
Hubspot's template makers are not so intuitive.,UX,
"Adding/removing people from lists - it would be great if there was a quicker way of doing this, rather than having to go into each contact.",,
The only downside would be that it's a little more involved,,
I would recommmend making a full form style editor in hubspot.,,
"Very little to dislike, but changes/ updates to the platform can occasionally throw us off, as features that were once present may get discontinued or will be found somewhere else.",,
"That said, their local customer success team is great and they try their best to help.",,
I wish it wasn't so expensive or that the social media tools were included in the non-professional level.,,
I've called to receive help with one of the files that automatically pulls.,,
The hubspot chat support is extremely good.,,
Possible training course / certification specifically for CRM users?,,
"For the best converting site, and to utilize the full range of features Hubspot would be the website entirely.  
",,
"Quite expensive, especially to start out if you're interested in specific features.",,
"There is not much that I dislike about HubSpot, although our business would love a cart and check-out implementation.",,
I dislike the some of the ads module functionalities.,,
"For example, I may have 60 out of 100 entries whose 'owner' I want to remove, but I have to manually do so for each entry by opening numerous tabs.",,
I've used other enterprise CRM's and marketing automation tools and the cost of Hubspot can be comparable very quickly,,
Some of the 'apps' within the software can be quite difficult to use when one is not accustomed to using it for the first time,,
but still that would be an awesome feature.,,
"In particular, filters for contact smartlists don't follow basic logic.",,
We had to look for a workaround for services such as Yotpo and Moz.,,
"Sometimes when I create the custom HTML for the email, The final output will be not friendly to use in different email clients.",,
They are draggable vertically but it cuts off the html and can be disorienting until you get used to it.,,
"His review showed what we already knew, the marketing firm did not set it up properly and Hubspot was underutilized.   ",,
"Workflows have been improved as a whole, but the most annoying thing is the way you have to do branching.",,
"Similarly, I believe that the Landing Pages creation system is too limited.",,
The analytics tool does not calculate everything too.,,
I dislike that it costs so much to use every year.,,
and it's too expensive for them.,,
"Other than that, solid tool.",,
" Right now I wish they were better marketing dashboards to take advantage of, since the sales dashboard’s are super robust and informative.",,
You also are only able to get the data they summarize which isn't helpful.,,
HubSpot recently removed the Undo/Redo buttons in the page editor.,,
"Sometimes during the past two years HubSpot has deployed new UI features perhaps a bit too eagerly in the beta mode, which has resulted in some anxiety, but have always been open for feedback.",,
"With the ability to guide customers through the sales process, from a potential lead to a closed sale, it's a seamless experience.",,
"For example, how to customize things in Hubble vs css.",,
"Also, I think the reporting functionality could be enhanced further to share much better insights.
",,
"While HubSpot does a solid job at all of the things listed above, it doesn't do an amazing job at any of them.",,
"- Free trials available
",,
There isn't anything I've found to dislike about Hubspot yet.,,
"However, not having the ability to post/manage Instagram accounts creates another step for us outside of the software.",,
Problematic if a contact owns or works with multiple companies.,,
"I think that it is not user friendly, and is very difficult to work with.",,
It would be better if they come up with a solution to this,,
"I find it more efficient to go to each social networking platform and post as I can mention this way (for Facebook, HubSpot no longer has this feature), size correctly, and receive better and more robust analytics.",,
I also wish it were easier for two people to work on the same email or landing page at the same time without causing any saving issues.,,
I think the one issue I have is with how template updates are pushed through.,,
and I had no idea this was happening until someone responded and told me.,,
COS also lacks the robust plug-in ecosystem similar to WordPress.,,
Dashboards are a Godsend.,,
The upside of Hubspot is the giant user base and knowledge center that has answers to most of your questions.,,
"It's a simple fix, but I'd like the data I input be saved the first time.",,
"there is an excellent range of integrations from partners, including BlogMutt, a great source for blogging content.",,
That I can’t send mass emails.,wishes:features:Actionable,
Social media integration could stand to be more robust-,,
"We started using it a bit ago, so we will see how things go from here!",,
"While sequences are great, I wish they could be tied to workflows.  ",,
It would also be nice to add in marketing activity and links to this activity that were not implemented through HubSpot.,,
"I wish there were additional features available in their freemium package,  which would be especially helpful for lean startups to use before considering upgrading to a more premium account.",,
I've had to unsubscribe to about 5 different HubSpot emails.,,
There have been times where 'setting and forgetting' isn't the best idea.,,
"The Hubspot support is stellar, but for the average business owner, there is SO much that Hubspot can do that it can be intimidating to know where to start and what you need and don't need.",,
It helps us to take control over our clients and sales process.,,
"For example you easily get to the ""Age""",,
"It is not a lack of feature that would impact on using, but a plus.",,
"Smart send is not available in A/B testing, which is very much required is our case.",,
It can be a little complex for users that don't know how to use it to it's full potential.,,
"The problem with being easy to use is that it also has technically fewer capabilities than say, Marketo.",,
"Additionally, there have been many discrepancies between figures on Hubspot (eg.",,
It feels like a product that has been designed by different product teams.,,
Notifications has some error because at times it shows older notification as new one.,,
For some features I've had to search some time.,,
I also would like a tool that made it easier to bulk de-duplicate companies.,,
The workflows can be overwhelming to create the first time.,,
That means no contacts could be entered or looked up when we were at a trade show.,,
so its easy to navigate to a month and contact if your fiscal and goal needs to be updated in the middle of the year.,,
Some things are really hard to find - i.e. how to edit the email templates.,,
Setting up a website in Hubspot does require some knowledge of coding or this needs to be outsourced if you do not have the skills in-house.,,
"making changes to a website page, or creating a newsletter template).",,
you need the answer right now (if the creation is something difficult to put down).,,
